year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,1104,3.0 B,Reddy,Prathap,Prathap Reddy,2/5/1932,92,Male,India,India,Chennai,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1104,3.0 B,Roussis & Family,Theo,Theo Roussis & Family,3/5/1954,70,Male,Belgium,Belgium,Arendonk,Manufacturing,['Manufacturing'],,,FALSE,
2024,4,1104,3.0 B,Saban,Haim,Haim Saban,10/15/1944,79,Male,United States,United States,Beverly Hills,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,1104,3.0 B,Samuelsson,Roger,Roger Samuelsson,12/10/1963,60,Male,Sweden,Switzerland,Oberägeri,Healthcare,['Healthcare'],,,TRUE,
2024,4,1104,3.0 B,Slootman,Frank,Frank Slootman,10/3/1958,65,Male,United States,United States,Pleasanton,Technology,['Technology'],,,TRUE,Increased
2024,4,1104,3.0 B,Springer,Friede,Friede Springer,8/15/1942,81,Female,Germany,Germany,Berlin,Media & Entertainment,['Media & Entertainment'],,,FALSE,Decreased
2024,4,1104,3.0 B,Talpins,Jeffrey,Jeffrey Talpins,3/6/1975,49,Male,United States,United States,Larchmont,Finance & Investments,['Finance & Investments'],Element Capital Management,Founder,TRUE,Decreased
2024,4,1104,3.0 B,Thiele-Schuerhoff,Julia,Julia Thiele-Schuerhoff,1/1/1972,52,Female,Germany,Germany,Munich,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,1104,3.0 B,Tull,Thomas,Thomas Tull,6/11/1970,53,Male,United States,United States,Pittsburgh,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,1104,3.0 B,Wang,Weixiu,Wang Weixiu & family,11/1/1950,73,Male,China,China,Yantai,Manufacturing,['Manufacturing'],,,TRUE,
2024,4,1104,3.0 B,Wu,Guangming,Wu Guangming,2/27/1962,62,Male,China,China,Danyang,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1104,3.0 B,Zhang,Lei,Zhang Lei,12/1/1972,51,Male,China,Hong Kong,Hong Kong,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,1143,2.9 B,Avdolyan,Albert,Albert Avdolyan,11/8/1970,53,Male,Russia,Russia,Moscow,Energy,['Energy'],,,TRUE,Increased
2024,4,1143,2.9 B,Chandler,Richard,Richard Chandler,1/1/1959,65,Male,New Zealand,Singapore,Singapore,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1143,2.9 B,Chen,Hua,Chen Hua & family,1/1/1966,58,Male,China,China,Shenzhen,Real Estate,['Real Estate'],,,TRUE,Decreased
2024,4,1143,2.9 B,Chen,Tianshi,Chen Tianshi,1/1/1985,39,Male,China,China,Beijing,Technology,['Technology'],,,TRUE,Increased
2024,4,1143,2.9 B,Choo,Chong Ngen,Choo Chong Ngen,4/21/1953,70,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,1143,2.9 B,Clark,Robert,Robert Clark,1/30/1959,65,Male,United States,United States,St. Louis,Construction & Engineering,['Construction & Engineering'],,,TRUE,Increased
2024,4,1143,2.9 B,Dmitriev,Sergey,Sergey Dmitriev,3/11/1966,58,Male,Cyprus,Cyprus,Paralimni,Technology,['Technology'],,,TRUE,Increased
2024,4,1143,2.9 B,Du,Jiangtao,Du Jiangtao & family,11/17/1969,54,Male,China,China,Beijing,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,1143,2.9 B,Dubin,Glenn,Glenn Dubin,4/13/1957,66,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1143,2.9 B,Fielmann,Marc,Marc Fielmann,7/24/1989,34,Male,Germany,Germany,,Manufacturing,['Manufacturing'],,,FALSE,
2024,4,1143,2.9 B,Friedland,Robert,Robert Friedland,8/18/1950,73,Male,United States,Singapore,Singapore,Metals & Mining,['Metals & Mining'],Ivanhoe Mines,Founder and Executive Chairman,TRUE,Increased
2024,4,1143,2.9 B,Gao,Jifan,Gao Jifan & family,1/1/1965,59,Male,China,China,Changzhou,Energy,['Energy'],,,TRUE,Decreased
2024,4,1143,2.9 B,Guo,Guangchang,Guo Guangchang,2/16/1967,57,Male,China,China,Shanghai,Diversified,['Diversified'],,,TRUE,Decreased
2024,4,1143,2.9 B,Hamied,Yusuf,Yusuf Hamied,7/26/1936,87,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,1143,2.9 B,Iliev,Zarakh,Zarakh Iliev,9/9/1966,57,Male,Russia,Russia,Moscow,Real Estate,['Real Estate'],,,TRUE,Remained Even
2024,4,1143,2.9 B,Karapetyan,Samvel,Samvel Karapetyan,8/18/1965,58,Male,Russia,Russia,Moscow,Construction & Engineering,['Construction & Engineering'],,,TRUE,Increased
2024,4,1143,2.9 B,Karp,Alexander,Alexander Karp,10/1/1967,56,Male,United States,United States,Palo Alto,Technology,['Technology'],Palantir Technologies,Cofounder and CEO,TRUE,Increased
2024,4,1143,2.9 B,Kuok,Khoon Hong,Kuok Khoon Hong,1/1/1950,74,Male,Singapore,Singapore,Singapore,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,1143,2.9 B,Kwak,Dong Shin,Kwak Dong Shin,12/17/1974,49,Male,South Korea,South Korea,Seoul,Technology,['Technology'],,,FALSE,
2024,4,1143,2.9 B,Lê-Quôc,Alexis,Alexis Lê-Quôc,11/14/1974,49,Male,United States,United States,New York,Technology,['Technology'],Datadog,Cofounder,TRUE,Increased
2024,4,1143,2.9 B,Lee,Patrick,Patrick Lee,1/1/1942,82,Male,Hong Kong,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1143,2.9 B,Li,Hua,Li Hua,1/1/1978,46,Male,China,China,Shenzhen,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1143,2.9 B,Mahindra,Anand,Anand Mahindra,5/1/1955,68,Male,India,India,Mumbai,Diversified,['Diversified'],,,FALSE,Increased
2024,4,1143,2.9 B,McCaleb,Jed,Jed McCaleb,1/1/1975,49,Male,United States,United States,Berkeley,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1143,2.9 B,Metropoulos,C. Dean,C. Dean Metropoulos,5/5/1946,77,Male,United States,United States,Palm Beach,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,1143,2.9 B,Mittal,Lachhman Das,Lachhman Das Mittal,11/5/1930,93,Male,India,India,Delhi,Automotive,['Automotive'],,,FALSE,Increased
2024,4,1143,2.9 B,Nagamori,Shigenobu,Shigenobu Nagamori,8/28/1944,79,Male,Japan,Japan,Kyoto,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1143,2.9 B,Nayar,Falguni,Falguni Nayar,2/19/1963,61,Female,India,India,Mumbai,Fashion & Retail,['Fashion & Retail'],Nykaa,Founder & CEO,TRUE,Increased
2024,4,1143,2.9 B,Nisanov,God,God Nisanov,4/24/1972,51,Male,Russia,Russia,Moscow,Real Estate,['Real Estate'],,,TRUE,Remained Even
2024,4,1143,2.9 B,Packer,James,James Packer,9/8/1967,56,Male,Australia,United States,Los Angeles,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1143,2.9 B,Perfetti,Augusto,Augusto Perfetti,8/11/1946,77,Male,Italy,Switzerland,Lugano,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,1143,2.9 B,Qiu,Jianping,Qiu Jianping & family,1/28/1962,62,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,1143,2.9 B,Rao,G. M.,G. M. Rao,7/1/1950,73,Male,India,India,Bangalore,Logistics,['Logistics'],,,TRUE,Increased
2024,4,1143,2.9 B,Reddy,P.V. Ramprasad,P.V. Ramprasad Reddy,3/30/1958,66,Male,India,India,Hyderabad,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1143,2.9 B,Sarma,Karthik,Karthik Sarma,12/1/1974,49,Male,India,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,1143,2.9 B,Shi,Yuzhu,Shi Yuzhu,9/1/1962,61,Male,China,China,Shanghai,Diversified,['Diversified'],,,TRUE,Increased
2024,4,1143,2.9 B,Sundheim,Daniel,Daniel Sundheim,3/29/1977,47,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,Investor,TRUE,Remained Even
2024,4,1143,2.9 B,Taylor,Glen,Glen Taylor,4/20/1941,82,Male,United States,United States,Mankato,Service,['Service'],,,TRUE,Increased
2024,4,1143,2.9 B,Wirtgen,Jurgen,Jurgen Wirtgen,7/1/1965,58,Male,Germany,,,Construction & Engineering,['Construction & Engineering'],,,FALSE,Increased
2024,4,1143,2.9 B,Wirtgen,Stefan,Stefan Wirtgen,7/1/1970,53,Male,Germany,,,Construction & Engineering,['Construction & Engineering'],,,FALSE,Increased
2024,4,1143,2.9 B,Wu,Yiling,Wu Yiling,10/24/1949,74,Male,China,China,Shijiazhuang,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,1143,2.9 B,Xia,Zuoquan,Xia Zuoquan,1/1/1962,62,Male,China,China,Shenzhen,Automotive,['Automotive'],,,TRUE,Decreased
2024,4,1143,2.9 B,Young,William,William Young,1/1/1941,83,Male,United States,United States,Ypsilanti,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,1143,2.9 B,Zhang,Jian,Zhang Jian,1/1/1969,55,Male,China,China,Tianjin,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1187,2.8 B,Baker,Felix,Felix Baker,3/29/1969,55,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1187,2.8 B,Baker,Julian,Julian Baker,5/21/1966,57,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1187,2.8 B,Banga,Harindarpal,Harindarpal Banga,8/10/1950,73,Male,India,Hong Kong,Hong Kong,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1187,2.8 B,Chen,Fashu,Chen Fashu,10/26/1960,63,Male,China,China,Fuzhou,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2024,4,1187,2.8 B,Cheng,Xue,Cheng Xue,2/26/1970,54,Female,China,China,Foshan,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2024,4,1187,2.8 B,Cooperman,Leon G.,Leon G. Cooperman,4/25/1943,80,Male,United States,United States,Boca Raton,Finance & Investments,['Finance & Investments'],"Omega Advisors, Inc.",Founder,TRUE,Increased
2024,4,1187,2.8 B,Crook,Eleanor Butt,Eleanor Butt Crook & family,7/21/1932,91,Female,United States,United States,San Marcos,Fashion & Retail,['Fashion & Retail'],,,FALSE,Remained Even
2024,4,1187,2.8 B,Deripaska,Oleg,Oleg Deripaska,1/2/1968,56,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2024,4,1187,2.8 B,Erdemoglu,Ibrahim,Ibrahim Erdemoglu,9/26/1962,61,Male,Turkey,Turkey,Istanbul,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1187,2.8 B,Fan ,Daidi,Fan Daidi,1/1/1966,58,Female,China,China,Xian,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,1187,2.8 B,Frolov,Alexander,Alexander Frolov,5/17/1964,59,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2024,4,1187,2.8 B,Gu,Yuhua,Gu Yuhua & family,10/5/1949,74,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1187,2.8 B,Huang,Li,Huang Li,6/27/1963,60,Male,China,China,Wuhan,Technology,['Technology'],,,TRUE,Decreased
2024,4,1187,2.8 B,Ji,Qi,Ji Qi,10/1/1966,57,Male,China,China,Shanghai,Real Estate,['Real Estate'],,,TRUE,Decreased
2024,4,1187,2.8 B,Latouche,Christian,Christian Latouche & family,7/18/1940,83,Male,France,France,Lyon,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1187,2.8 B,Lazari,Maritsa,Maritsa Lazari & family,10/14/1944,79,Female,United Kingdom,United Kingdom,London,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,1187,2.8 B,Liu,Jincheng,Liu Jincheng & family,9/22/1964,59,Male,China,China,Huizhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,1187,2.8 B,Lu,Weiding,Lu Weiding,3/1/1971,53,Male,China,China,Hangzhou,Diversified,['Diversified'],,,FALSE,Increased
2024,4,1187,2.8 B,Malik,Rafique,Rafique Malik,10/31/1950,73,Male,India,India,Mumbai,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,1187,2.8 B,Martin,Gilles,Gilles Martin,10/20/1963,60,Male,France,France,Nantes,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,1187,2.8 B,Menon,P.N.C.,P.N.C. Menon,11/17/1948,75,Male,Oman,United Arab Emirates,Dubai,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,1187,2.8 B,Mikati,Najib,Najib Mikati,11/24/1955,68,Male,Lebanon,Lebanon,Beirut,Telecom,['Telecom'],,,TRUE,Remained Even
2024,4,1187,2.8 B,Mikati,Taha,Taha Mikati,1/1/1945,79,Male,Lebanon,Lebanon,Beirut,Telecom,['Telecom'],,,TRUE,Remained Even
2024,4,1187,2.8 B,Murphy,Bobby,Bobby Murphy,7/19/1988,35,Male,United States,United States,Venice,Technology,['Technology'],Snap,Cofounder,TRUE,Increased
2024,4,1187,2.8 B,Murtagh,Eugene,Eugene Murtagh,6/23/1942,81,Male,Ireland,Ireland,Kingscourt,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,1187,2.8 B,Naeder,Hans Georg,Hans Georg Naeder,9/4/1961,62,Male,Germany,Germany,Duderstadt,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,1187,2.8 B,Nguyen,Thi Phuong Thao,Nguyen Thi Phuong Thao,6/7/1970,53,Female,Vietnam,Vietnam,Ho Chi Minh City,Diversified,['Diversified'],,,TRUE,Increased
2024,4,1187,2.8 B,Niarchos,Philip,Philip Niarchos,1/1/1954,70,Male,Greece,France,Paris,Diversified,['Diversified'],,,FALSE,Remained Even
2024,4,1187,2.8 B,O'Brien,Denis,Denis O'Brien,4/17/1958,65,Male,Ireland,Ireland,Dublin,Telecom,['Telecom'],,,TRUE,Increased
2024,4,1187,2.8 B,Olsson,Dan,Dan Olsson,1/1/1947,77,Male,Sweden,Sweden,Gothenburg,Diversified,['Diversified'],,,FALSE,Increased
2024,4,1187,2.8 B,Ostrover,Doug,Doug Ostrover,6/8/1962,61,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],,,TRUE,
2024,4,1187,2.8 B,Pai,Ranjan,Ranjan Pai,11/11/1972,51,Male,India,India,Bangalore,Healthcare,['Healthcare'],,,FALSE,Remained Even
2024,4,1187,2.8 B,Parisotto,Lirio,Lirio Parisotto,12/18/1953,70,Male,Brazil,Brazil,Manaus,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1187,2.8 B,Parker,Sean,Sean Parker,12/3/1979,44,Male,United States,United States,Los Angeles,Technology,['Technology'],,,TRUE,Remained Even
2024,4,1187,2.8 B,Perez,Florentino,Florentino Perez,3/8/1947,77,Male,Spain,Spain,Madrid,Construction & Engineering,['Construction & Engineering'],,,TRUE,Increased
2024,4,1187,2.8 B,Piramal,Ajay,Ajay Piramal,8/3/1955,68,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,FALSE,Decreased
2024,4,1187,2.8 B,Qiu,Guanghe,Qiu Guanghe & family,11/10/1951,72,Male,China,China,Wenzhou,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,1187,2.8 B,Ramlie,Alexander,Alexander Ramlie,12/27/1972,51,Male,Indonesia,Indonesia,Jakarta,Metals & Mining,['Metals & Mining'],,,TRUE,
2024,4,1187,2.8 B,Repik,Alexey,Alexey Repik,8/27/1979,44,Male,Russia,Russia,Moscow,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,1187,2.8 B,Santo Domingo,Alejandro,Alejandro Santo Domingo,2/13/1977,47,Male,United States,United States,New York,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,1187,2.8 B,Schuijff,Arnout,Arnout Schuijff,10/16/1967,56,Male,Netherlands,Netherlands,Amsterdam,Technology,['Technology'],,,TRUE,Increased
2024,4,1187,2.8 B,Siccardi,Alberto,Alberto Siccardi & family,5/1/1944,79,Male,Switzerland,Switzerland,Lugano,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,1187,2.8 B,Su,Hua,Su Hua,1/1/1982,42,Male,China,China,Beijing,Media & Entertainment,['Media & Entertainment'],,,TRUE,Remained Even
2024,4,1187,2.8 B,Sun,Guangxin,Sun Guangxin,12/1/1962,61,Male,China,China,Urumqi,Diversified,['Diversified'],,,TRUE,Decreased
2024,4,1187,2.8 B,Systrom,Kevin,Kevin Systrom,12/30/1983,40,Male,United States,United States,San Francisco,Technology,['Technology'],Instagram,Cofounder,TRUE,Increased
2024,4,1187,2.8 B,Trotsenko,Roman,Roman Trotsenko,9/12/1970,53,Male,Russia,Russia,Moscow,Logistics,['Logistics'],,,TRUE,Decreased
2024,4,1187,2.8 B,Wilson,Alan,Alan Wilson,10/28/1940,83,Male,Australia,Australia,Melbourne,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,1187,2.8 B,Wilson,Bruce,Bruce Wilson,4/19/1946,77,Male,Australia,Australia,Melbourne,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,1187,2.8 B,Wilson,John,John Wilson,12/31/1937,86,Male,Australia,Australia,Melbourne,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,1187,2.8 B,Winfrey,Oprah,Oprah Winfrey,1/29/1954,70,Female,United States,United States,Chicago,Media & Entertainment,['Media & Entertainment'],,"Entrepreneur, Personality, Philanthropist",TRUE,Increased
2024,4,1187,2.8 B,Zhou,Chaonan,Zhou Chaonan,10/1/1960,63,Female,China,China,Langfang,Manufacturing,['Manufacturing'],,,TRUE,
2024,4,1238,2.7 B,Beaufour,Anne,Anne Beaufour,8/8/1963,60,Female,France,United Kingdom,,Healthcare,['Healthcare'],,,FALSE,Remained Even
2024,4,1238,2.7 B,Beaufour,Henri,Henri Beaufour,6/1/1965,58,Male,France,United Kingdom,London,Healthcare,['Healthcare'],,,FALSE,Remained Even
2024,4,1238,2.7 B,Burman,Vivek Chand,Vivek Chand Burman,4/28/1937,86,Male,India,India,Delhi,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,1238,2.7 B,Cen,Junda,Cen Junda,6/18/1964,59,Male,China,China,Lianyungang,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1238,2.7 B,Dalmia,Yadu Hari,Yadu Hari Dalmia & family,6/2/1947,76,Male,India,India,Delhi,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,1238,2.7 B,Dines,Daniel,Daniel Dines,1/1/1972,52,Male,Romania,United States,New York,Technology,['Technology'],,,TRUE,Increased
2024,4,1238,2.7 B,Feld,Kenneth,Kenneth Feld & family,10/31/1948,75,Male,United States,United States,Sarasota,Media & Entertainment,['Media & Entertainment'],Feld Entertainment,Chairman,FALSE,Decreased
2024,4,1238,2.7 B,Fielmann,Sophie Luise,Sophie Luise Fielmann,1/1/1995,29,Female,Germany,Germany,,Manufacturing,['Manufacturing'],,,FALSE,
2024,4,1238,2.7 B,Ford,Gerald,Gerald Ford,8/4/1944,79,Male,United States,United States,Dallas,Finance & Investments,['Finance & Investments'],Ford Financial Fund,Managing Member,TRUE,Increased
2024,4,1238,2.7 B,Glaser,Sebastian,Sebastian Glaser,1/1/1979,45,Male,Germany,Germany,Munich,Technology,['Technology'],,,FALSE,Decreased
2024,4,1238,2.7 B,Goldhar,Mitchell,Mitchell Goldhar,7/15/1961,62,Male,Canada,Canada,North York,Real Estate,['Real Estate'],SmartCentres,Owner,TRUE,Increased
2024,4,1238,2.7 B,Hargreaves,Peter,Peter Hargreaves,10/5/1946,77,Male,United Kingdom,United Kingdom,Bristol,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1238,2.7 B,Heine,Gudrun,Gudrun Heine,10/19/1954,69,Female,Germany,Germany,Ohningen,Healthcare,['Healthcare'],,,FALSE,Decreased
2024,4,1238,2.7 B,Hintze,Michael,Michael Hintze,7/27/1953,70,Male,Australia,United Kingdom,London,Finance & Investments,['Finance & Investments'],CQS LLP,Founder,TRUE,Decreased
2024,4,1238,2.7 B,Ilicak,Erman,Erman Ilicak,10/3/1967,56,Male,Turkey,Turkey,Ankara,Construction & Engineering,['Construction & Engineering'],,,TRUE,Increased
2024,4,1238,2.7 B,James,Thomas,Thomas James,5/10/1942,81,Male,United States,United States,Saint Petersburg,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1238,2.7 B,Kelley,Brad,Brad Kelley,12/23/1956,67,Male,United States,United States,Franklin,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,1238,2.7 B,Koc,Mustafa Rahmi,Mustafa Rahmi Koc,10/9/1930,93,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,FALSE,Remained Even
2024,4,1238,2.7 B,Langer,Hans,Hans Langer,1/18/1952,72,Male,Germany,Germany,Gräfelfing,Manufacturing,['Manufacturing'],,,TRUE,Remained Even
2024,4,1238,2.7 B,Leitner,Wolfgang,Wolfgang Leitner,3/27/1953,71,Male,Austria,Austria,Graz,Construction & Engineering,['Construction & Engineering'],,,TRUE,Increased
2024,4,1238,2.7 B,Leng,Youbin,Leng Youbin,1/1/1969,55,Male,China,China,Beijing,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2024,4,1238,2.7 B,Li,Hongxin,Li Hongxin & family,3/7/1953,71,Male,China,China,Yanzhou,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,1238,2.7 B,Mazumdar-Shaw,Kiran,Kiran Mazumdar-Shaw,3/23/1953,71,Female,India,India,Bangalore,Healthcare,['Healthcare'],Biocon,"Founder, Chair And Managing Director,",TRUE,Increased
2024,4,1238,2.7 B,Melchers,Hans,Hans Melchers,4/28/1938,85,Male,Netherlands,Netherlands,Vorden,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1238,2.7 B,Minda,Nirmal,Nirmal Minda,11/7/1957,66,Male,India,India,Gurgaon,Automotive,['Automotive'],,,FALSE,Increased
2024,4,1238,2.7 B,Moshiri,Farhad,Farhad Moshiri,5/18/1955,68,Male,United Kingdom,Monaco,Monaco,Diversified,['Diversified'],,,TRUE,Decreased
2024,4,1238,2.7 B,Moshkovich,Vadim,Vadim Moshkovich,4/6/1967,56,Male,Russia,Russia,Moscow,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,1238,2.7 B,Motsepe,Patrice,Patrice Motsepe,1/28/1962,62,Male,South Africa,South Africa,Johannesburg,Metals & Mining,['Metals & Mining'],,,TRUE,Remained Even
2024,4,1238,2.7 B,Oberwelland,Timm,Timm Oberwelland,11/4/1969,54,Male,Germany,,,Food & Beverage,['Food & Beverage'],,,FALSE,Remained Even
2024,4,1238,2.7 B,Ogawa,Kentaro,Kentaro Ogawa,7/1/1948,75,Male,Japan,Japan,Tokyo,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,1238,2.7 B,Otto,Maren,Maren Otto,1/1/1942,82,Female,Germany,Germany,Berlin,Diversified,['Diversified'],,,FALSE,Decreased
2024,4,1238,2.7 B,Prada,Alberto,Alberto Prada,2/21/1954,70,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,1238,2.7 B,Prada,Marina,Marina Prada,7/14/1945,78,Female,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,1238,2.7 B,Pritzker,John,John Pritzker,8/10/1953,70,Male,United States,United States,San Francisco,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,1238,2.7 B,Ruffin,Phil,Phil Ruffin,3/17/1935,89,Male,United States,United States,Las Vegas,Diversified,['Diversified'],,,TRUE,Decreased
2024,4,1238,2.7 B,Schaeffler-Thumann,Maria-Elisabeth,Maria-Elisabeth Schaeffler-Thumann,8/17/1941,82,Female,Germany,Germany,Herzogenaurach,Automotive,['Automotive'],,,FALSE,Increased
2024,4,1238,2.7 B,Stack,Edward,Edward Stack,12/27/1954,69,Male,United States,United States,Sewickley,Fashion & Retail,['Fashion & Retail'],Dick's Sporting Goods,Chairman and CEO,TRUE,Increased
2024,4,1238,2.7 B,Storonsky,Nik,Nik Storonsky,7/21/1984,39,Male,United Kingdom,United Kingdom,London,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2024,4,1238,2.7 B,Storz,Sybill,Sybill Storz,4/6/1937,86,Female,Germany,Germany,Leipzig,Healthcare,['Healthcare'],,,FALSE,Decreased
2024,4,1238,2.7 B,Sutton,Jeff,Jeff Sutton,1/17/1960,64,Male,United States,United States,New York,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,1238,2.7 B,Unger,Peter,Peter Unger,8/20/1944,79,Male,Germany,Germany,Neustadt an der Waldnaab,Automotive,['Automotive'],,,TRUE,Increased
2024,4,1238,2.7 B,Utemuratov,Bulat,Bulat Utemuratov,1/1/1958,66,Male,Kazakhstan,Kazakhstan,Nur-Sultan,Metals & Mining,['Metals & Mining'],,,TRUE,Remained Even
2024,4,1238,2.7 B,Winklevoss,Cameron,Cameron Winklevoss,8/21/1981,42,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1238,2.7 B,Winklevoss,Tyler,Tyler Winklevoss,8/21/1981,42,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,1238,2.7 B,Zhang,Xinghai,Zhang Xinghai & family,1/1/1963,61,Male,China,China,Chongqing,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,1238,2.7 B,Zhao,Lixin,Zhao Lixin,1/1/1966,58,Male,China,China,Shanghai,Technology,['Technology'],,,TRUE,Increased
2024,4,1238,2.7 B,Zheng,Jianjiang,Zheng Jianjiang & family,1/1/1961,63,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,1238,2.7 B,Zhou,Jian,Zhou Jian,10/1/1976,47,Male,China,China,Shenzhen,Technology,['Technology'],,,TRUE,Returned to List
2024,4,1286,2.6 B,Baro,Ulrike,Ulrike Baro,1/1/1950,74,Female,Germany,Germany,Munich,Healthcare,['Healthcare'],,,FALSE,Decreased
2024,4,1286,2.6 B,Baszucki,David,David Baszucki,1/20/1963,61,Male,United States,United States,San Francisco,Media & Entertainment,['Media & Entertainment'],,,TRUE,Remained Even
2024,4,1286,2.6 B,Beier,Wilhelm,Wilhelm Beier & family,4/21/1956,67,Male,Germany,Germany,,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,1286,2.6 B,Bekker,Koos,Koos Bekker,12/14/1952,71,Male,South Africa,South Africa,Cape Town,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,1286,2.6 B,Bikhchandani,Sanjeev,Sanjeev Bikhchandani,6/29/1963,60,Male,India,India,Delhi,Technology,['Technology'],,,TRUE,Increased
